,county,date,labor_force,employment,unemployment,unemployment_rate
0,Alameda,2021-04-01,795300,745000,50200,0.063
1,Alpine,2021-04-01,540,500,40,0.08
2,Amador,2021-04-01,14270,13270,990,0.07
3,Butte,2021-04-01,91500,85000,6500,0.071
4,Calaveras,2021-04-01,21100,19850,1250,0.059
5,Colusa,2021-04-01,10710,9320,1390,0.13
6,Contra Costa,2021-04-01,530200,495000,35200,0.066
7,Del Norte,2021-04-01,9210,8460,750,0.081
8,El Dorado,2021-04-01,89800,84400,5400,0.06
9,Fresno,2021-04-01,436700,394700,42100,0.096
10,Glenn,2021-04-01,12640,11760,870,0.069
11,Humboldt,2021-04-01,59200,55500,3800,0.063
12,Imperial,2021-04-01,64900,54500,10500,0.161
13,Inyo,2021-04-01,8120,7640,480,0.06
14,Kern,2021-04-01,372700,332600,40100,0.107
15,Kings,2021-04-01,54700,49100,5600,0.102
16,Lake,2021-04-01,28740,26550,2190,0.076
17,Lassen,2021-04-01,9480,8920,560,0.059
19,Los Angeles,2021-04-01,5110500,4548100,562400,0.11
20,Madera,2021-04-01,60200,54500,5700,0.095
21,Marin,2021-04-01,129600,123600,6000,0.046
22,Mariposa,2021-04-01,6820,6260,560,0.082
23,Mendocino,2021-04-01,36000,33640,2360,0.065
24,Merced,2021-04-01,114100,101600,12500,0.109
25,Modoc,2021-04-01,3290,3040,250,0.075
26,Mono,2021-04-01,7430,6870,550,0.074
27,Monterey,2021-04-01,215600,197000,18600,0.086
28,Napa,2021-04-01,67700,63500,4200,0.063
29,Nevada,2021-04-01,45440,42760,2680,0.059
30,Orange,2021-04-01,1536000,1440500,95500,0.062
31,Placer,2021-04-01,183300,173700,9700,0.053
32,Plumas,2021-04-01,7350,6640,710,0.097
33,Riverside,2021-04-01,1099100,1016000,83200,0.076
34,Sacramento,2021-04-01,700800,650500,50300,0.072
35,San Benito,2021-04-01,31100,28700,2400,0.077
36,San Bernardino,2021-04-01,965700,891300,74500,0.077
37,San Diego,2021-04-01,1517500,1415400,102100,0.067
38,San Francisco,2021-04-01,540500,511600,28900,0.054
39,San Joaquin,2021-04-01,328100,298700,29500,0.09
40,San Luis Obispo,2021-04-01,128300,121100,7200,0.056
41,San Mateo,2021-04-01,424000,403400,20500,0.048
42,Santa Barbara,2021-04-01,216300,203300,12900,0.06
43,Santa Clara,2021-04-01,1003800,953900,49900,0.05
44,Santa Cruz,2021-04-01,129400,119400,10000,0.077
45,Shasta,2021-04-01,72500,67400,5100,0.07
46,Sierra,2021-04-01,1280,1190,90,0.067
47,Siskiyou,2021-04-01,16620,15270,1350,0.081
48,Solano,2021-04-01,199300,184200,15100,0.076
49,Sonoma,2021-04-01,238300,224600,13700,0.057
50,Stanislaus,2021-04-01,237800,217300,20400,0.086
51,Sutter,2021-04-01,44000,39800,4200,0.096
52,Tehama,2021-04-01,25090,23240,1860,0.074
53,Trinity,2021-04-01,4440,4150,300,0.066
54,Tulare,2021-04-01,196900,175100,21700,0.11
55,Tuolumne,2021-04-01,19510,18000,1510,0.078
56,Ventura,2021-04-01,405200,380100,25000,0.062
57,Yolo,2021-04-01,105100,98700,6400,0.06
58,Yuba,2021-04-01,29000,26400,2600,0.091
1053,Alameda,2021-03-01,805700,754200,51500,0.064
1054,Alpine,2021-03-01,610,560,50,0.077
1055,Amador,2021-03-01,14430,13360,1070,0.074
1056,Butte,2021-03-01,92600,85700,6900,0.074
1057,Calaveras,2021-03-01,21270,19920,1350,0.063
1058,Colusa,2021-03-01,10510,8870,1640,0.156
1059,Contra Costa,2021-03-01,537400,501500,35900,0.067
1060,Del Norte,2021-03-01,9280,8510,770,0.083
1061,El Dorado,2021-03-01,90900,85300,5700,0.062
1062,Fresno,2021-03-01,439100,395600,43500,0.099
1063,Glenn,2021-03-01,12740,11800,940,0.074
1064,Humboldt,2021-03-01,59900,55900,4000,0.066
1065,Imperial,2021-03-01,65100,54900,10200,0.157
1066,Inyo,2021-03-01,8300,7770,530,0.064
1067,Kern,2021-03-01,368200,327500,40800,0.111
1068,Kings,2021-03-01,55100,49300,5800,0.105
1069,Lake,2021-03-01,29150,26840,2310,0.079
1070,Lassen,2021-03-01,9420,8800,620,0.066
1071,Los Angeles,2021-03-01,5111300,4547800,563500,0.11
1073,Madera,2021-03-01,61700,55900,5800,0.095
1074,Marin,2021-03-01,131300,125200,6200,0.047
1075,Mariposa,2021-03-01,6680,6050,620,0.093
1076,Mendocino,2021-03-01,36470,33900,2580,0.071
1077,Merced,2021-03-01,115200,102100,13100,0.114
1078,Modoc,2021-03-01,3230,2940,290,0.091
1079,Mono,2021-03-01,8150,7520,630,0.077
1080,Monterey,2021-03-01,206700,185000,21600,0.105
1081,Napa,2021-03-01,68500,64000,4400,0.065
1082,Nevada,2021-03-01,46550,43730,2820,0.061
1083,Orange,2021-03-01,1542600,1445300,97300,0.063
1084,Placer,2021-03-01,185300,175300,10000,0.054
1085,Plumas,2021-03-01,7230,6370,860,0.119
1086,Riverside,2021-03-01,1112300,1028000,84300,0.076
1087,Sacramento,2021-03-01,707600,655900,51600,0.073
1088,San Benito,2021-03-01,31200,28700,2600,0.082
1089,San Bernardino,2021-03-01,976800,901100,75700,0.077
1090,San Diego,2021-03-01,1534000,1429600,104400,0.068
1091,San Francisco,2021-03-01,542400,513300,29200,0.054
1092,San Joaquin,2021-03-01,333400,303000,30400,0.091
1093,San Luis Obispo,2021-03-01,129800,122300,7500,0.058
1094,San Mateo,2021-03-01,426100,405100,21000,0.049
1095,Santa Barbara,2021-03-01,214400,200300,14100,0.066
1096,Santa Clara,2021-03-01,1011200,960100,51100,0.051
1097,Santa Cruz,2021-03-01,129800,119200,10600,0.082
1098,Shasta,2021-03-01,73400,67900,5500,0.075
1099,Sierra,2021-03-01,1300,1200,100,0.074
1100,Siskiyou,2021-03-01,16640,15090,1540,0.093
1101,Solano,2021-03-01,202000,186500,15500,0.077
1102,Sonoma,2021-03-01,240900,226600,14300,0.059
1103,Stanislaus,2021-03-01,239600,218600,20900,0.087
1104,Sutter,2021-03-01,43800,39300,4500,0.103
1105,Tehama,2021-03-01,25210,23220,1990,0.079
1106,Trinity,2021-03-01,4420,4090,330,0.074
1107,Tulare,2021-03-01,193600,171200,22500,0.116
1108,Tuolumne,2021-03-01,19710,18100,1610,0.082
1109,Ventura,2021-03-01,406400,380600,25800,0.064
1110,Yolo,2021-03-01,105700,98900,6800,0.064
1111,Yuba,2021-03-01,29200,26300,2800,0.097
2106,Alameda,2021-02-01,811100,756500,54600,0.067
2107,Alpine,2021-02-01,630,590,50,0.071
2108,Amador,2021-02-01,14500,13360,1140,0.078
2109,Butte,2021-02-01,92600,85500,7200,0.077
2110,Calaveras,2021-02-01,21350,19940,1410,0.066
2111,Colusa,2021-02-01,10620,8880,1730,0.163
2112,Contra Costa,2021-02-01,540700,502600,38100,0.07
2113,Del Norte,2021-02-01,9320,8520,800,0.086
2114,El Dorado,2021-02-01,91600,85600,6000,0.066
2115,Fresno,2021-02-01,443100,398400,44700,0.101
2116,Glenn,2021-02-01,12510,11550,960,0.077
2117,Humboldt,2021-02-01,59700,55500,4200,0.07
2118,Imperial,2021-02-01,66300,55700,10600,0.16
2119,Inyo,2021-02-01,8340,7790,550,0.066
2120,Kern,2021-02-01,380000,338600,41400,0.109
2121,Kings,2021-02-01,56100,50100,6000,0.107
2122,Lake,2021-02-01,29090,26680,2410,0.083
2123,Lassen,2021-02-01,9520,8870,660,0.069
2124,Los Angeles,2021-02-01,5125300,4568700,556600,0.109
2126,Madera,2021-02-01,63300,57200,6100,0.096
2127,Marin,2021-02-01,131100,124500,6600,0.05
2128,Mariposa,2021-02-01,6710,6030,680,0.101
2129,Mendocino,2021-02-01,36730,34030,2710,0.074
2130,Merced,2021-02-01,116000,102500,13500,0.116
2131,Modoc,2021-02-01,3150,2850,300,0.095
2132,Mono,2021-02-01,8420,7750,670,0.08
2133,Monterey,2021-02-01,206100,183200,22900,0.111
2134,Napa,2021-02-01,68800,63900,4900,0.071
2135,Nevada,2021-02-01,47030,44050,2970,0.063
2136,Orange,2021-02-01,1545100,1441300,103900,0.067
2137,Placer,2021-02-01,186700,176100,10600,0.057
2138,Plumas,2021-02-01,7200,6310,890,0.124
2139,Riverside,2021-02-01,1121000,1031300,89700,0.08
2140,Sacramento,2021-02-01,714100,659400,54700,0.077
2141,San Benito,2021-02-01,31400,28700,2700,0.086
2142,San Bernardino,2021-02-01,984800,905000,79800,0.081
2143,San Diego,2021-02-01,1548500,1437100,111400,0.072
2144,San Francisco,2021-02-01,543600,512800,30800,0.057
2145,San Joaquin,2021-02-01,334200,302300,31900,0.095
2146,San Luis Obispo,2021-02-01,130400,122200,8200,0.063
2147,San Mateo,2021-02-01,426900,404500,22300,0.052
2148,Santa Barbara,2021-02-01,213600,198300,15300,0.072
2149,Santa Clara,2021-02-01,1019200,965100,54200,0.053
2150,Santa Cruz,2021-02-01,130500,119400,11100,0.085
2151,Shasta,2021-02-01,74000,68200,5800,0.078
2152,Sierra,2021-02-01,1300,1200,100,0.077
2153,Siskiyou,2021-02-01,16640,15000,1630,0.098
2154,Solano,2021-02-01,203700,187200,16500,0.081
2155,Sonoma,2021-02-01,241400,226000,15300,0.063
2156,Stanislaus,2021-02-01,240400,218600,21800,0.091
2157,Sutter,2021-02-01,44200,39600,4600,0.105
2158,Tehama,2021-02-01,25530,23460,2070,0.081
2159,Trinity,2021-02-01,4470,4130,340,0.076
2160,Tulare,2021-02-01,197500,174700,22800,0.116
2161,Tuolumne,2021-02-01,19870,18150,1710,0.086
2162,Ventura,2021-02-01,408700,381000,27700,0.068
2163,Yolo,2021-02-01,106500,99200,7300,0.069
2164,Yuba,2021-02-01,29500,26600,2900,0.099
3159,Alameda,2021-01-01,802200,744200,58000,0.072
3160,Alpine,2021-01-01,630,580,40,0.069
3161,Amador,2021-01-01,14330,13140,1190,0.083
3162,Butte,2021-01-01,91300,83900,7400,0.081
3163,Calaveras,2021-01-01,21160,19680,1470,0.07
3164,Colusa,2021-01-01,10260,8620,1640,0.16
3165,Contra Costa,2021-01-01,534700,494600,40100,0.075
3166,Del Norte,2021-01-01,9310,8470,840,0.09
3167,El Dorado,2021-01-01,90600,84300,6300,0.069
3168,Fresno,2021-01-01,441800,397000,44700,0.101
3169,Glenn,2021-01-01,12250,11270,980,0.08
3170,Humboldt,2021-01-01,58800,54400,4300,0.074
3171,Imperial,2021-01-01,65200,54500,10800,0.165
3172,Inyo,2021-01-01,8270,7700,570,0.069
3173,Kern,2021-01-01,380000,338800,41200,0.108
3174,Kings,2021-01-01,55200,49200,6000,0.109
3175,Lake,2021-01-01,28660,26100,2560,0.089
3176,Lassen,2021-01-01,9450,8800,660,0.07
3177,Los Angeles,2021-01-01,4915800,4289900,625900,0.127
3179,Madera,2021-01-01,62600,56500,6100,0.098
3180,Marin,2021-01-01,128700,121700,7000,0.054
3181,Mariposa,2021-01-01,6760,5950,810,0.12
3182,Mendocino,2021-01-01,36210,33410,2800,0.077
3183,Merced,2021-01-01,113900,100700,13200,0.116
3184,Modoc,2021-01-01,3120,2830,290,0.094
3185,Mono,2021-01-01,8580,7810,770,0.09
3186,Monterey,2021-01-01,203100,179800,23300,0.115
3187,Napa,2021-01-01,66900,61000,5900,0.088
3188,Nevada,2021-01-01,46760,43620,3140,0.067
3189,Orange,2021-01-01,1520400,1409100,111300,0.073
3190,Placer,2021-01-01,184500,173400,11000,0.06
3191,Plumas,2021-01-01,7090,6240,850,0.12
3192,Riverside,2021-01-01,1106000,1011200,94800,0.086
3193,Sacramento,2021-01-01,706900,649300,57500,0.081
3194,San Benito,2021-01-01,30900,28100,2800,0.089
3195,San Bernardino,2021-01-01,969800,886400,83400,0.086
3196,San Diego,2021-01-01,1518700,1397000,121700,0.08
3197,San Francisco,2021-01-01,536300,503100,33200,0.062
3198,San Joaquin,2021-01-01,329800,296800,33000,0.1
3199,San Luis Obispo,2021-01-01,130700,121800,8900,0.068
3200,San Mateo,2021-01-01,420900,397000,23900,0.057
3201,Santa Barbara,2021-01-01,210900,194600,16400,0.078
3202,Santa Clara,2021-01-01,1004000,947000,57000,0.057
3203,Santa Cruz,2021-01-01,128500,117200,11200,0.087
3204,Shasta,2021-01-01,73400,67600,5800,0.079
3205,Sierra,2021-01-01,1260,1170,100,0.076
3206,Siskiyou,2021-01-01,16500,14870,1630,0.099
3207,Solano,2021-01-01,201200,183800,17300,0.086
3208,Sonoma,2021-01-01,235800,219000,16800,0.071
3209,Stanislaus,2021-01-01,237300,215000,22300,0.094
3210,Sutter,2021-01-01,43200,38700,4500,0.104
3211,Tehama,2021-01-01,25220,23190,2040,0.081
3212,Trinity,2021-01-01,4400,4060,340,0.078
3213,Tulare,2021-01-01,195500,173100,22400,0.115
3214,Tuolumne,2021-01-01,19810,17980,1830,0.092
3215,Ventura,2021-01-01,402600,372600,30000,0.074
3216,Yolo,2021-01-01,105000,97600,7400,0.07
3217,Yuba,2021-01-01,29000,26100,2900,0.101
4212,Alameda,2020-12-01,806800,746400,60400,0.075
4213,Alpine,2020-12-01,600,550,50,0.077
4214,Amador,2020-12-01,14230,13080,1150,0.081
4215,Butte,2020-12-01,89700,82400,7300,0.081
4216,Calaveras,2020-12-01,21200,19760,1440,0.068
4217,Colusa,2020-12-01,10280,8840,1440,0.14
4218,Contra Costa,2020-12-01,537200,495800,41400,0.077
4219,Del Norte,2020-12-01,9180,8360,820,0.09
4220,El Dorado,2020-12-01,90500,84300,6100,0.068
4221,Fresno,2020-12-01,445200,400900,44400,0.1
4222,Glenn,2020-12-01,12230,11300,930,0.076
4223,Humboldt,2020-12-01,58900,54500,4400,0.074
4224,Imperial,2020-12-01,65500,54000,11500,0.175
4225,Inyo,2020-12-01,8180,7630,550,0.067
4226,Kern,2020-12-01,379400,338500,40900,0.108
4227,Kings,2020-12-01,55500,49600,5900,0.106
4228,Lake,2020-12-01,28060,25590,2470,0.088
4229,Lassen,2020-12-01,9310,8680,630,0.067
4230,Los Angeles,2020-12-01,4868000,4270600,597400,0.123
4232,Madera,2020-12-01,62100,56200,5800,0.094
4233,Marin,2020-12-01,128200,121100,7100,0.056
4234,Mariposa,2020-12-01,6560,5850,710,0.108
4235,Mendocino,2020-12-01,36220,33410,2810,0.077
4236,Merced,2020-12-01,113700,101100,12500,0.11
4237,Modoc,2020-12-01,3110,2850,260,0.083
4238,Mono,2020-12-01,7870,7150,710,0.091
4239,Monterey,2020-12-01,202000,181300,20700,0.103
4240,Napa,2020-12-01,66100,61100,5000,0.075
4241,Nevada,2020-12-01,46600,43490,3110,0.067
4242,Orange,2020-12-01,1542500,1427800,114700,0.074
4243,Placer,2020-12-01,184700,173600,11100,0.06
4244,Plumas,2020-12-01,7160,6410,750,0.104
4245,Riverside,2020-12-01,1116200,1019600,96600,0.087
4246,Sacramento,2020-12-01,708900,650100,58800,0.083
4247,San Benito,2020-12-01,30700,28100,2600,0.085
4248,San Bernardino,2020-12-01,981200,894700,86600,0.088
4249,San Diego,2020-12-01,1535100,1412500,122700,0.08
4250,San Francisco,2020-12-01,541600,506700,34900,0.064
4251,San Joaquin,2020-12-01,332700,299400,33400,0.1
4252,San Luis Obispo,2020-12-01,128500,120000,8600,0.067
4253,San Mateo,2020-12-01,424400,399700,24700,0.058
4254,Santa Barbara,2020-12-01,213100,197600,15500,0.073
4255,Santa Clara,2020-12-01,1010500,950900,59600,0.059
4256,Santa Cruz,2020-12-01,128500,118000,10400,0.081
4257,Shasta,2020-12-01,72600,67000,5700,0.078
4258,Sierra,2020-12-01,1270,1180,90,0.07
4259,Siskiyou,2020-12-01,16470,14910,1570,0.095
4260,Solano,2020-12-01,202800,185300,17500,0.086
4261,Sonoma,2020-12-01,236300,220700,15600,0.066
4262,Stanislaus,2020-12-01,239500,217000,22500,0.094
4263,Sutter,2020-12-01,43800,39500,4400,0.099
4264,Tehama,2020-12-01,25180,23160,2020,0.08
4265,Trinity,2020-12-01,4460,4120,340,0.076
4266,Tulare,2020-12-01,191300,169300,21900,0.115
4267,Tuolumne,2020-12-01,19860,18070,1800,0.09
4268,Ventura,2020-12-01,404500,374600,29900,0.074
4269,Yolo,2020-12-01,105000,97800,7200,0.068
4270,Yuba,2020-12-01,29500,26600,2900,0.098
5265,Alameda,2020-11-01,801300,746600,54700,0.068
5266,Alpine,2020-11-01,490,460,40,0.075
5267,Amador,2020-11-01,14180,13200,990,0.069
5268,Butte,2020-11-01,90300,84100,6200,0.069
5269,Calaveras,2020-11-01,20940,19770,1180,0.056
5270,Colusa,2020-11-01,10200,9170,1030,0.101
5271,Contra Costa,2020-11-01,532900,496100,36800,0.069
5272,Del Norte,2020-11-01,9120,8430,690,0.076
5273,El Dorado,2020-11-01,89900,84800,5100,0.057
5274,Fresno,2020-11-01,439400,402200,37300,0.085
5275,Glenn,2020-11-01,12170,11420,750,0.062
5276,Humboldt,2020-11-01,58700,55100,3600,0.062
5277,Imperial,2020-11-01,64800,54200,10600,0.164
5278,Inyo,2020-11-01,8180,7710,470,0.058
5279,Kern,2020-11-01,379600,345200,34400,0.09
5280,Kings,2020-11-01,54300,49500,4800,0.088
5281,Lake,2020-11-01,27810,25760,2050,0.074
5282,Lassen,2020-11-01,9870,9380,490,0.05
5284,Los Angeles,2020-11-01,4931400,4342400,589000,0.119
5285,Madera,2020-11-01,60400,55600,4800,0.079
5286,Marin,2020-11-01,128800,122500,6300,0.049
5287,Mariposa,2020-11-01,6610,6060,550,0.084
5288,Mendocino,2020-11-01,35950,33530,2420,0.067
5289,Merced,2020-11-01,113000,103000,10000,0.089
5290,Modoc,2020-11-01,3160,2970,190,0.059
5291,Mono,2020-11-01,7220,6630,590,0.081
5292,Monterey,2020-11-01,205800,191500,14300,0.07
5293,Napa,2020-11-01,66100,61800,4300,0.064
5294,Nevada,2020-11-01,45650,43040,2610,0.057
5295,Orange,2020-11-01,1535600,1434800,100800,0.066
5296,Placer,2020-11-01,184100,174500,9600,0.052
5297,Plumas,2020-11-01,7160,6630,530,0.074
5298,Riverside,2020-11-01,1106600,1021500,85100,0.077
5299,Sacramento,2020-11-01,705200,653600,51600,0.073
5300,San Benito,2020-11-01,30700,28600,2100,0.069
5301,San Bernardino,2020-11-01,972600,896200,76400,0.079
5302,San Diego,2020-11-01,1524000,1419700,104300,0.068
5303,San Francisco,2020-11-01,541000,509000,32000,0.059
5304,San Joaquin,2020-11-01,330700,302000,28700,0.087
5305,San Luis Obispo,2020-11-01,131200,124100,7100,0.054
5306,San Mateo,2020-11-01,424000,401600,22400,0.053
5307,Santa Barbara,2020-11-01,215800,203500,12300,0.057
5308,Santa Clara,2020-11-01,1009900,957200,52700,0.052
5309,Santa Cruz,2020-11-01,129300,120800,8600,0.066
5310,Shasta,2020-11-01,72400,67700,4700,0.065
5311,Sierra,2020-11-01,1290,1220,70,0.051
5312,Siskiyou,2020-11-01,16810,15670,1150,0.068
5313,Solano,2020-11-01,201200,186000,15200,0.075
5314,Sonoma,2020-11-01,239000,225300,13700,0.057
5315,Stanislaus,2020-11-01,237900,218700,19200,0.081
5316,Sutter,2020-11-01,43700,40200,3500,0.08
5317,Tehama,2020-11-01,25360,23700,1660,0.066
5318,Trinity,2020-11-01,4470,4210,250,0.057
5319,Tulare,2020-11-01,192100,173600,18500,0.096
5320,Tuolumne,2020-11-01,19620,18180,1440,0.074
5321,Ventura,2020-11-01,403600,377900,25700,0.064
5322,Yolo,2020-11-01,104500,98400,6000,0.058
5323,Yuba,2020-11-01,29400,27000,2400,0.083
6318,Alameda,2020-10-01,812800,744300,68500,0.084
6319,Alpine,2020-10-01,460,410,50,0.103
6320,Amador,2020-10-01,14540,13380,1160,0.08
6321,Butte,2020-10-01,92200,84800,7300,0.08
6322,Calaveras,2020-10-01,21370,19950,1420,0.066
6323,Colusa,2020-10-01,10610,9630,970,0.092
6324,Contra Costa,2020-10-01,540500,494900,45600,0.084
6325,Del Norte,2020-10-01,9400,8620,780,0.083
6326,El Dorado,2020-10-01,91100,85000,6100,0.067
6327,Fresno,2020-10-01,444000,401000,43100,0.097
6328,Glenn,2020-10-01,12640,11780,860,0.068
6329,Humboldt,2020-10-01,59600,55200,4300,0.073
6330,Imperial,2020-10-01,67100,53700,13400,0.2
6331,Inyo,2020-10-01,8290,7720,570,0.068
6332,Kern,2020-10-01,388700,347500,41200,0.106
6333,Kings,2020-10-01,55500,50100,5400,0.098
6334,Lake,2020-10-01,28590,26220,2370,0.083
6335,Lassen,2020-10-01,10040,9500,550,0.054
6337,Los Angeles,2020-10-01,4945600,4354200,591400,0.12
6338,Madera,2020-10-01,61000,55600,5400,0.089
